battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,touch_screen,wifi,network_2G,network_3G,network_4G,network_5G,price_range,price
1997,0,0.7,0,15,1,17,1.0,192,1,18,451,1904,2045,18,17,10,0,0,0,0,0,1,3,98186
625,1,1.4,0,2,0,56,0.2,148,4,9,1978,541,1869,17,2,6,1,0,0,0,0,1,2,51990
1311,1,1.7,0,15,1,27,0.1,195,7,11,1513,1868,518,11,17,16,0,1,0,1,0,0,0,4816
1036,0,2.3,1,7,0,54,0.9,83,3,5,1165,1098,2373,17,19,9,1,0,0,0,1,0,0,6042
644,1,2.1,1,11,1,34,0.3,154,8,12,1012,1784,916,15,8,4,1,0,1,0,0,0,0,7367
1735,1,2.3,1,2,0,32,0.8,225,8,3,1783,805,1571,13,5,13,0,0,0,0,1,0,0,6398
524,1,0.5,1,16,0,49,0.8,121,1,12,1966,1308,3541,5,19,6,1,0,0,1,0,0,0,3605
1917,0,1.0,0,20,0,48,0.9,109,5,16,102,1361,3175,6,1,10,0,0,0,0,1,0,0,5364
566,0,2.2,1,17,0,7,1.0,222,1,0,1734,1763,1077,17,3,4,0,0,0,0,1,0,1,15521
732,1,1.7,0,10,1,45,0.4,149,7,4,1735,1178,2450,7,17,9,1,1,0,0,0,1,2,53685
608,0,0.5,1,3,1,9,0.7,95,5,16,41,1836,2328,17,6,14,1,1,0,0,0,1,3,69522
1669,1,2.5,0,15,1,8,0.2,190,7,17,946,1230,1602,16,10,9,1,0,0,1,0,0,0,7601
610,1,2.4,0,16,1,35,0.5,183,2,6,1170,940,2275,17,4,6,1,0,0,0,0,1,2,22859
727,1,1.9,1,8,1,45,0.9,186,4,15,65,1432,3436,9,7,8,0,1,0,1,0,0,0,4737
610,1,0.7,1,5,0,54,0.4,202,8,7,942,1402,2996,8,10,6,0,0,1,0,0,0,0,7272
1993,1,2.4,0,19,0,15,0.6,241,6,11,192,632,2554,8,19,10,0,1,0,0,1,0,1,17957
533,0,2.0,1,1,0,17,0.6,106,1,13,1321,1218,2785,19,19,6,0,1,1,0,0,0,0,4031
1122,1,2.5,1,8,0,44,0.7,92,3,18,1061,550,3018,12,14,9,0,0,1,0,0,0,0,7816
1892,0,2.4,0,20,0,53,1.0,234,7,10,501,1117,1071,12,2,13,0,0,0,0,1,0,1,18535
1247,0,2.5,0,5,1,10,0.2,152,7,11,1676,891,937,15,6,5,1,0,0,0,0,1,2,56933
1094,1,1.8,0,2,0,11,0.6,165,4,12,1641,1195,2478,11,7,10,0,1,1,0,0,0,0,3496
924,1,0.9,0,19,0,18,0.9,110,1,7,1451,1022,3674,5,10,15,0,1,0,0,1,0,1,9806
1112,0,2.2,1,5,1,13,0.5,82,3,0,663,1007,1449,14,9,20,1,0,1,0,0,0,0,4470
1191,0,2.1,0,6,1,7,0.2,109,3,8,351,853,257,19,19,14,1,0,1,0,0,0,0,3870
1805,0,2.4,0,0,0,20,0.6,228,7,1,1949,1366,3973,8,8,4,0,0,0,0,1,0,1,16575
1843,1,0.9,0,0,0,44,0.4,178,6,13,325,1472,894,5,14,5,0,1,0,0,0,1,3,107223
1966,0,1.0,1,4,1,42,0.2,213,7,12,1061,1918,3885,20,19,2,1,0,0,1,0,0,0,8239
814,1,2.7,0,5,0,54,0.9,239,6,15,1120,1455,3009,15,4,2,0,1,0,0,1,0,0,6795
1376,1,2.4,1,12,0,30,0.6,249,7,1,107,595,2665,18,14,12,1,0,0,1,0,0,0,3992
1900,1,2.8,0,1,0,7,0.9,239,7,3,630,605,3623,9,3,17,1,0,0,0,1,0,1,10831
1812,0,2.4,0,14,1,60,0.8,178,3,11,150,1177,2873,7,4,5,1,1,0,0,1,0,0,4863
1960,1,2.0,1,14,0,26,0.7,165,6,15,1097,1012,845,7,14,8,0,1,0,1,0,0,0,5418
1161,1,2.1,0,12,0,58,0.1,246,3,9,1080,1765,457,8,16,13,0,1,0,1,0,0,0,7717
776,1,2.7,0,13,1,25,0.5,143,1,2,877,1355,1260,6,7,7,1,1,0,0,0,1,2,38499
1123,1,1.9,1,6,1,26,0.3,197,7,3,334,1289,1568,11,18,10,1,1,0,0,1,0,0,3682
1015,1,2.1,0,13,1,17,0.9,237,2,5,1275,1014,2281,16,8,9,0,1,0,0,1,0,0,4393
1873,0,0.9,0,9,0,53,0.3,193,6,4,1942,1397,3389,17,9,15,0,0,0,0,1,0,0,4753
1342,1,1.7,0,16,1,17,0.4,238,5,17,803,1584,3829,8,4,16,0,1,0,0,0,1,3,142629
1969,1,2.3,0,13,0,7,0.6,166,8,2,1848,1939,2059,9,9,6,1,0,0,1,0,0,0,2277
849,0,1.2,1,7,1,38,0.3,119,5,9,766,1507,381,16,0,16,1,0,0,0,1,0,0,5166
1322,1,1.0,0,3,0,22,0.3,240,5,10,1277,1817,3295,18,3,7,1,0,0,1,0,0,0,6417
1660,0,1.3,1,15,1,5,0.6,104,2,18,1408,1236,2352,20,20,2,0,1,0,0,0,1,2,29284
1258,1,1.1,0,12,0,35,0.2,243,3,13,1479,801,3927,6,4,10,1,1,1,0,0,0,0,7845
1398,0,1.0,1,19,0,29,0.2,231,3,20,258,1693,1101,10,6,5,1,0,0,1,0,0,0,4304
742,0,1.6,0,17,1,39,0.4,174,8,10,781,1145,2052,13,4,3,1,0,0,0,0,1,2,31410
1042,1,2.8,1,13,1,42,0.7,246,8,20,1488,1564,434,20,19,7,0,0,1,0,0,0,0,3661
1563,1,1.8,0,17,0,29,0.6,125,4,3,33,730,1860,12,7,3,1,1,0,0,1,0,0,6511
728,1,1.0,1,4,1,18,0.5,217,8,5,1518,1932,2158,12,16,4,1,0,0,0,1,0,1,11154
1047,0,0.7,1,8,0,15,0.6,111,5,16,325,1237,748,6,0,8,0,1,0,1,0,0,0,8371
1419,0,2.2,0,2,1,8,0.4,176,5,18,836,1496,3760,19,17,18,1,0,1,0,0,0,0,2306
1746,0,1.5,1,7,1,23,0.9,243,3,12,1261,796,2875,8,11,10,0,1,0,0,0,1,2,57586
505,1,2.6,0,19,0,52,0.1,235,5,9,690,954,2605,12,2,10,0,1,0,0,1,0,1,12314
1845,0,2.1,0,9,1,2,0.7,223,3,10,1639,1580,1219,15,19,20,1,0,0,0,1,0,1,13518
967,0,2.5,0,18,1,30,0.9,95,7,5,1564,1441,3293,5,13,6,0,1,1,0,0,0,0,8296
574,1,1.2,0,20,0,53,0.8,97,7,1,738,739,1448,12,15,7,1,0,0,0,0,1,2,40551
503,0,2.2,0,2,0,32,0.3,215,3,0,1489,1699,3280,7,17,19,0,0,0,0,1,0,1,11296
1145,0,1.2,1,10,1,31,0.4,154,6,10,743,1586,2242,12,9,2,1,0,0,0,1,0,1,12988
617,1,2.8,0,10,0,58,0.7,80,3,15,1327,1050,524,10,14,18,0,0,0,1,0,0,0,3364
1380,0,2.1,0,16,1,16,0.2,204,1,2,1885,637,1643,11,9,15,0,0,0,0,0,1,2,35968
1003,1,1.3,0,15,1,19,0.8,117,1,4,846,953,879,6,0,16,0,1,0,0,1,0,0,5227
1446,1,1.2,0,6,0,36,0.7,124,1,14,116,1972,2403,19,18,6,1,0,1,0,0,0,0,7267
1073,1,1.0,0,3,0,51,0.8,160,1,14,1230,1749,2518,5,1,18,1,1,0,0,1,0,1,17720
1964,1,2.2,0,18,0,31,0.2,208,2,3,1935,942,2928,10,12,12,1,0,0,0,0,1,3,80336
693,1,1.0,1,11,0,35,0.7,111,4,3,1720,1729,2400,16,15,11,0,0,0,1,0,0,0,7842
1346,0,2.0,1,14,0,43,0.7,215,4,7,1504,526,1074,7,7,18,0,1,0,0,1,0,0,7170
1214,0,1.2,0,10,0,12,0.8,197,3,6,649,956,2933,8,2,2,1,0,1,0,0,0,0,4248
1915,1,2.2,1,4,1,28,0.1,119,7,16,402,1194,803,17,20,6,1,0,0,0,1,0,1,19548
1549,1,2.5,0,4,1,25,0.1,153,5,14,996,1209,592,19,18,17,0,1,1,0,0,0,0,3370
1958,0,2.4,0,14,0,36,0.4,190,1,4,1858,1348,614,13,13,8,0,1,0,0,0,1,2,54289
672,1,2.4,0,17,1,40,0.2,182,4,12,1699,1448,3617,7,10,13,0,0,0,1,0,0,0,6755
1823,1,1.0,0,10,1,9,0.6,182,4,3,1923,606,1675,6,11,9,1,0,0,0,0,1,3,79473
825,1,0.7,0,11,1,52,0.9,153,1,16,1610,943,2180,20,10,19,0,0,0,0,1,0,0,8583
1933,0,2.2,1,1,1,19,0.5,243,7,16,232,535,1071,6,10,2,1,0,0,0,1,0,0,8228
1641,0,1.4,1,19,0,14,0.9,193,2,13,928,1096,615,6,20,13,0,0,0,1,0,0,0,5471
1335,1,1.6,1,14,1,46,0.1,202,2,13,1307,654,3318,10,17,5,1,0,1,0,0,0,0,2142
1223,1,0.6,1,19,1,25,0.3,136,8,16,479,1692,602,6,9,13,0,0,0,0,0,1,3,62691
724,0,1.1,0,3,0,52,0.1,153,4,7,1912,1295,1403,15,15,2,0,0,1,0,0,0,0,3806
1031,0,0.6,1,17,0,24,0.4,162,8,1,1790,771,807,20,7,2,1,0,0,0,1,0,1,19802
612,1,2.7,0,5,0,13,0.9,158,2,12,975,1943,3980,11,5,4,0,1,1,0,0,0,0,8723
639,1,1.1,1,18,0,50,0.2,209,6,15,8,1707,2841,11,18,13,0,1,0,0,0,1,3,72707
1058,0,1.9,1,10,1,31,0.6,172,1,15,714,1760,2957,11,12,14,0,0,1,0,0,0,0,3947
500,0,0.6,1,1,0,32,0.5,129,7,5,1925,1964,2143,18,14,14,1,1,0,0,1,0,1,17024
589,0,2.2,1,7,1,29,0.9,108,4,3,378,1480,2186,17,12,10,0,1,0,0,0,1,2,30096
1153,1,1.3,0,10,1,23,0.2,160,1,2,1840,621,677,6,0,19,1,0,1,0,0,0,0,8877
819,0,2.7,1,4,0,45,0.3,89,2,5,1626,1940,591,11,20,2,0,1,1,0,0,0,0,3073
638,1,2.7,1,17,0,29,0.1,234,1,3,380,1898,1782,14,1,7,0,1,0,0,0,1,3,89966
1344,0,1.3,0,17,0,14,0.5,196,2,17,843,1849,312,12,12,6,1,1,0,0,1,0,1,10109
758,0,2.8,0,13,0,26,0.4,222,7,5,1685,649,1941,12,1,5,1,1,0,0,0,1,2,51497
1401,0,3.0,1,9,0,45,0.9,139,2,4,359,1206,3320,18,10,7,1,1,0,0,1,0,0,5314
1189,0,2.6,0,2,0,52,0.6,238,1,8,175,1494,3215,6,12,4,1,0,1,0,0,0,0,8496
509,1,2.6,0,8,1,47,0.7,228,7,10,484,652,3020,9,9,18,1,0,0,0,0,1,3,126456
760,1,1.1,0,2,1,8,0.6,139,2,5,1428,1540,3403,18,14,12,1,1,0,0,1,0,1,16920
671,0,1.9,1,10,1,46,0.2,137,8,15,32,1050,3793,10,0,5,0,1,0,0,0,1,2,21429
1397,1,0.7,0,11,1,7,0.5,248,6,18,1488,1344,2588,13,13,2,0,1,1,0,0,0,0,2045
512,0,0.7,1,11,0,25,1.0,124,3,10,695,1871,977,10,9,5,0,0,0,0,0,1,3,103413
1691,0,3.0,1,2,0,20,0.9,203,1,20,156,1982,641,14,17,4,0,1,1,0,0,0,0,5800
820,0,1.3,1,20,1,20,0.9,105,3,14,564,1725,1205,10,10,11,1,0,1,0,0,0,0,4521
1842,0,2.4,1,6,1,37,0.8,181,1,8,1831,1946,3073,14,6,2,0,1,1,0,0,0,0,7392
828,1,2.5,0,13,1,52,0.2,130,2,18,201,779,3586,14,14,5,0,1,0,0,1,0,1,15223
1284,0,2.6,1,10,0,10,0.3,243,2,18,1809,921,1756,19,2,20,0,0,0,0,1,0,1,14716
1276,0,3.0,0,6,0,49,0.1,131,7,8,1198,1492,1975,10,1,2,1,0,0,1,0,0,0,5987
1410,1,1.1,1,20,0,60,0.4,130,4,3,1267,1988,3143,13,7,17,1,0,0,0,1,0,1,12319
1942,0,0.6,0,9,1,37,0.2,210,6,9,1292,1303,2314,14,7,20,0,1,0,1,0,0,0,4905
1618,0,1.5,1,10,1,39,0.5,93,8,8,922,854,3275,11,10,19,1,1,0,0,0,1,3,71356
817,0,0.8,0,14,0,41,0.7,80,4,18,1469,877,2975,5,15,3,0,0,1,0,0,0,0,4523
735,1,0.6,1,18,0,60,0.9,224,3,14,73,1647,515,5,1,7,1,1,0,0,1,0,1,15785
833,0,1.4,1,15,1,30,0.8,93,2,18,95,579,648,18,4,2,0,0,1,0,0,0,0,4455
875,1,2.5,0,20,1,25,0.9,160,4,1,1896,1487,855,8,6,20,1,0,0,1,0,0,0,5895
1982,0,1.9,1,19,0,49,0.1,82,2,9,172,732,3696,19,19,6,0,1,0,0,1,0,0,5645
1660,0,1.3,1,11,1,64,0.1,177,1,18,1922,653,3511,16,12,3,0,1,0,0,1,0,1,19630
1087,1,2.1,1,17,0,6,0.7,119,4,16,1429,1406,1295,6,1,2,1,1,0,0,1,0,1,17809
1012,0,1.1,0,12,0,54,0.4,168,3,19,154,1932,1011,7,2,17,1,1,0,0,1,0,1,15684
1819,0,0.5,1,4,1,55,0.3,204,7,20,1206,1554,3833,16,8,3,1,1,1,0,0,0,0,6080
1843,1,2.4,1,3,1,43,0.4,241,4,1,1346,870,3413,11,9,5,1,1,0,0,1,0,1,13408
1417,1,2.1,0,13,1,56,0.3,174,2,18,288,822,3014,18,12,4,0,1,0,1,0,0,0,5683
1872,1,2.4,0,7,0,46,0.6,88,5,16,257,831,3337,11,20,18,0,0,0,0,1,0,1,14122
1372,1,0.6,0,8,1,62,0.5,173,5,17,1610,742,732,18,12,16,0,0,0,1,0,0,0,7751
1752,1,2.6,0,18,1,27,0.6,163,7,16,173,929,1443,16,4,11,0,1,0,1,0,0,0,7855
769,0,2.0,0,2,0,15,0.7,100,7,1,329,1705,2327,7,6,13,0,0,1,0,0,0,0,3608
1297,1,1.9,1,4,0,40,0.4,104,6,18,1254,1308,1855,17,16,13,0,0,0,0,1,0,0,6293
1814,0,2.1,1,20,1,30,0.3,181,7,0,758,1996,2615,6,14,8,0,0,0,1,0,0,0,7547
1224,0,2.7,1,17,0,53,0.2,201,2,10,1019,875,3565,19,4,11,0,0,0,0,1,0,1,15542
1688,0,2.0,0,0,0,7,0.4,104,8,9,160,580,2765,17,6,6,1,1,1,0,0,0,0,5401
504,1,2.0,1,7,0,8,0.8,216,1,4,185,919,3789,17,1,12,0,0,1,0,0,0,0,4905
1350,1,3.0,0,18,1,38,0.8,182,4,15,1926,966,1517,5,17,3,1,0,0,0,1,0,1,9953
1902,0,2.4,0,16,1,54,0.7,233,7,4,142,1951,2325,13,9,17,1,1,0,1,0,0,0,4051
577,1,1.6,1,16,0,19,0.3,136,5,11,1305,1580,2483,14,0,13,1,0,0,0,0,1,3,107885
1933,1,2.3,0,10,0,24,0.6,116,1,3,906,1845,2097,7,13,17,1,0,0,0,0,1,2,58945
1073,1,1.5,0,1,0,45,0.6,95,8,5,639,1789,1838,13,18,5,0,1,1,0,0,0,0,6091
631,1,1.1,1,5,1,39,0.5,116,2,18,1701,1750,3094,19,15,3,1,0,0,1,0,0,0,3661
1100,0,2.0,0,13,0,60,0.6,155,1,8,26,1328,2015,19,18,11,0,1,0,0,0,1,2,29958
1565,0,2.8,0,2,0,2,0.5,231,2,11,1269,1303,985,8,5,14,0,1,0,1,0,0,0,2909
588,1,2.8,1,11,1,5,0.6,105,8,14,1510,1577,3826,19,11,20,1,1,0,0,1,0,0,2655
901,0,1.4,0,3,0,52,0.7,99,8,15,1670,1477,1754,14,2,16,0,0,1,0,0,0,0,6567
795,1,1.8,0,11,1,45,0.2,216,6,12,1920,503,1004,10,6,2,0,0,0,0,1,0,1,18667
1818,1,1.0,1,12,1,48,0.8,182,4,20,201,1962,971,17,2,18,1,1,0,0,1,0,1,10301
1115,0,3.0,1,1,1,36,0.2,108,1,6,1044,1833,2642,11,16,5,1,1,0,0,1,0,0,6716
1299,0,3.0,1,1,0,24,0.2,110,8,19,1614,1102,786,14,14,10,0,1,0,1,0,0,0,5589
921,0,2.1,1,14,0,28,1.0,98,4,3,669,1612,947,18,18,7,0,0,0,0,0,1,3,128072
1546,1,2.5,0,16,1,61,1.0,227,1,10,1117,819,2465,10,18,4,0,0,0,0,1,0,1,10235
1074,0,2.3,0,6,0,27,0.2,106,2,7,1031,1898,3388,5,10,3,0,1,1,0,0,0,0,5917
642,1,2.0,1,13,1,53,0.5,173,8,5,471,1000,1364,10,20,19,1,0,0,1,0,0,0,7267
1492,0,0.6,0,11,0,64,0.3,164,2,9,1362,1757,1826,15,19,20,1,0,0,0,0,1,2,38844
1164,0,1.6,0,16,1,61,0.5,123,1,6,258,1860,745,18,1,8,1,1,0,0,1,0,1,13066
644,1,2.2,1,13,1,9,0.8,242,6,6,54,1070,260,10,6,4,1,0,1,0,0,0,0,4002
1748,1,2.2,1,5,0,44,1.0,192,2,3,910,684,331,9,18,19,0,0,0,0,1,0,1,19376
1506,1,1.4,0,18,0,17,0.7,229,3,2,1571,1961,1532,7,6,20,1,1,0,0,0,1,2,24031
1002,1,2.9,1,5,0,42,0.4,153,3,6,1029,1055,2310,14,9,10,0,0,0,0,0,1,2,31519
1320,1,0.9,1,17,0,4,0.6,166,4,3,1400,1703,2984,7,11,17,0,0,0,0,1,0,0,6591
603,1,1.8,1,4,1,33,0.4,222,7,12,553,1599,3969,15,17,7,1,0,0,0,1,0,0,4760
1562,1,2.2,0,5,1,6,0.9,173,3,19,1073,1392,728,14,5,13,0,1,0,1,0,0,0,5633
697,1,2.2,1,1,0,21,0.9,177,3,16,111,1795,3465,17,19,7,0,0,0,0,0,1,3,114929
1078,0,2.1,0,7,0,15,0.6,220,6,6,145,554,1637,11,20,14,0,0,0,0,0,1,3,141612
890,1,1.2,0,14,1,61,0.4,211,6,16,229,1362,3115,12,7,6,1,0,0,0,1,0,1,13849
1702,1,0.9,0,14,0,33,0.4,135,7,3,1746,576,1093,18,4,14,0,0,1,0,0,0,0,6543
1053,0,2.1,1,10,0,27,0.1,230,5,10,496,795,858,7,2,8,0,0,0,0,1,0,1,9688
1971,1,2.0,1,0,0,48,0.8,176,7,2,1329,1742,1442,7,1,13,0,1,0,0,1,0,1,9728
1538,0,0.9,1,17,0,7,0.5,177,5,10,1565,1800,2621,11,5,5,0,0,0,0,0,1,3,98992
1812,0,2.3,1,11,1,60,0.4,113,6,2,460,1245,1737,14,6,6,1,1,0,1,0,0,0,3398
977,1,1.6,1,11,1,59,0.5,179,5,11,806,1789,3580,16,7,17,1,0,0,0,1,0,0,2004
1754,0,2.2,0,10,0,37,0.8,224,6,0,1651,1399,3528,11,3,5,0,1,1,0,0,0,0,3772
1422,1,2.6,0,7,1,41,0.2,235,5,3,1931,542,3859,15,11,9,0,1,1,0,0,0,0,7006
919,0,0.9,0,6,0,52,0.9,93,2,13,225,1884,2020,13,11,17,0,0,0,0,1,0,1,9446
656,0,0.5,1,20,0,60,0.9,241,6,0,58,1751,1954,18,16,9,1,1,1,0,0,0,0,7791
1049,0,2.4,0,1,0,6,1.0,191,7,13,1099,726,3492,10,18,18,1,0,1,0,0,0,0,8797
1964,1,2.0,0,10,1,14,0.5,154,4,12,427,1586,487,19,8,15,0,1,0,0,1,0,0,5717
1620,1,2.2,1,9,1,33,0.3,176,4,12,727,670,583,17,11,13,0,0,1,0,0,0,0,6009
1520,0,2.6,1,2,1,17,0.4,200,6,14,1155,1462,2541,11,20,4,1,0,1,0,0,0,0,6034
1496,0,2.5,0,19,1,2,0.4,134,3,16,931,1261,1399,15,16,3,0,0,0,0,1,0,0,5967
1934,1,2.9,0,9,1,14,0.3,196,8,11,497,1349,1205,14,9,14,1,0,0,0,0,1,3,148848
1450,1,1.8,1,17,0,64,0.6,172,4,13,815,806,2142,5,18,12,0,1,0,1,0,0,0,2602
788,0,1.7,1,13,0,55,0.5,116,7,11,909,1067,3198,11,10,13,0,0,0,1,0,0,0,7647
1777,0,1.5,1,17,1,12,0.9,105,3,17,1616,1491,2922,6,19,19,0,0,0,0,0,1,2,32856
695,1,0.9,1,7,1,54,0.1,146,4,3,1328,533,2553,11,12,10,0,0,0,0,1,0,0,6232
1097,1,1.9,0,9,1,9,0.7,163,8,13,66,1326,1615,7,3,8,1,1,0,0,0,1,3,123714
1016,1,1.2,0,12,0,26,0.8,97,1,18,229,629,1563,13,14,7,1,0,0,1,0,0,0,8705
1364,1,2.8,1,20,1,41,0.8,106,1,12,982,1917,453,17,11,15,1,1,0,1,0,0,0,3468
1641,1,2.0,0,7,0,33,0.9,110,6,17,332,1674,671,9,9,19,0,1,0,1,0,0,0,6735
1305,0,2.0,0,3,0,25,0.8,185,8,10,1928,1154,3035,11,6,15,0,0,0,1,0,0,0,6539
1682,1,1.4,1,3,1,29,0.9,208,7,5,276,1129,1674,12,1,6,1,1,0,0,1,0,1,9791
1314,0,0.6,0,4,0,15,0.4,85,7,8,1896,1907,1193,17,20,14,1,0,0,1,0,0,0,8889
727,1,0.6,0,0,0,46,0.6,90,4,11,1607,1540,3478,20,6,2,0,1,0,1,0,0,0,2285
715,0,1.6,0,16,1,4,0.1,241,2,18,720,1093,3592,20,7,13,1,0,0,0,1,0,0,5675
1447,1,0.7,1,1,0,37,0.1,97,3,13,1807,1537,1499,16,20,20,0,0,0,0,0,1,3,115263
514,1,2.0,1,7,1,64,0.3,100,8,14,143,580,1495,6,18,11,1,0,0,0,1,0,1,15371
1680,0,2.7,0,6,0,28,0.2,98,4,10,1274,1730,1594,15,5,6,0,1,0,1,0,0,0,4852
1784,0,2.7,1,14,1,21,0.3,83,6,5,1819,703,1947,5,20,7,0,1,1,0,0,0,0,5673
1680,1,2.1,1,4,1,48,0.3,156,8,13,690,1902,471,11,7,13,1,1,0,0,1,0,1,17042
546,1,1.0,1,1,0,16,0.1,195,3,2,1975,522,3662,19,19,4,1,1,0,0,1,0,1,15746
823,1,2.7,0,6,1,63,0.9,236,5,18,1103,1113,3686,10,3,15,0,0,0,0,0,1,3,72111
1343,1,2.7,0,7,0,28,0.1,104,6,19,56,1685,1905,10,19,5,0,0,0,1,0,0,0,2130
629,1,1.0,1,6,0,54,0.8,156,4,10,1389,643,1440,6,8,18,1,1,1,0,0,0,0,7262
1934,0,2.3,0,6,1,46,0.2,234,2,16,307,603,3118,7,4,18,0,1,0,0,1,0,1,10355
594,0,1.2,0,13,0,42,0.9,128,8,16,173,1905,865,8,5,15,1,1,0,0,1,0,1,9442
1126,1,2.5,0,20,1,29,0.9,144,5,2,1485,1978,2814,7,18,16,0,1,0,0,1,0,1,15893
1254,0,3.0,0,17,0,26,0.7,245,6,13,749,1940,1173,6,11,8,1,0,1,0,0,0,0,8564
1815,0,0.6,0,5,0,43,0.7,162,4,6,1003,823,412,7,4,5,0,0,0,0,1,0,1,16582
1293,0,2.7,1,3,1,62,0.1,80,1,18,677,1694,417,18,4,18,0,0,0,0,1,0,1,10151
1806,1,2.1,0,9,0,45,1.0,247,7,2,1619,1075,297,10,17,7,0,1,1,0,0,0,0,7800
568,0,2.9,0,17,0,47,0.9,160,4,1,1516,773,3507,13,5,12,0,1,0,0,1,0,0,2701
510,1,1.7,0,11,0,34,0.9,100,1,16,559,951,2606,8,8,13,0,1,1,0,0,0,0,2427
1777,0,2.6,1,15,0,47,0.7,165,1,8,1662,1380,1609,10,10,16,0,1,0,0,0,1,2,29206
1371,1,0.7,1,6,0,15,0.4,94,6,5,1704,624,1842,5,13,13,0,0,1,0,0,0,0,5064
1049,0,1.3,1,5,0,9,0.9,129,4,20,1889,1906,3317,16,1,12,1,0,0,0,0,1,3,94618
1657,1,0.7,0,4,0,49,0.4,127,7,8,1397,816,3067,10,13,18,1,1,1,0,0,0,0,7783
1211,1,2.9,1,2,0,15,0.6,239,4,4,1978,606,1708,16,18,9,0,0,0,1,0,0,0,6048
522,0,2.5,1,11,1,2,0.2,128,1,1,348,1406,3677,20,9,13,1,0,0,0,1,0,1,13775
1314,1,2.6,1,14,0,17,0.9,187,3,14,1090,1986,375,7,4,10,1,0,0,0,0,1,3,92018
845,1,2.8,1,9,0,19,0.2,124,5,8,329,929,1354,13,3,12,0,0,0,0,1,0,1,12914
801,1,0.7,0,19,1,8,0.3,111,2,18,1875,1203,2293,8,6,4,1,1,0,0,1,0,1,11965
862,1,1.5,1,18,1,16,0.6,211,4,9,193,1860,2977,11,12,8,0,0,1,0,0,0,0,2961
895,1,0.7,1,15,1,25,0.8,176,5,3,1178,1471,2964,8,9,4,1,0,0,1,0,0,0,5422
717,1,1.0,0,10,0,50,0.7,159,5,9,1183,861,378,15,9,17,1,0,1,0,0,0,0,8749
640,1,1.1,0,7,1,64,0.3,225,8,7,1719,1295,2956,10,3,11,1,0,0,0,1,0,1,12476
1457,1,1.7,1,2,1,52,0.1,133,3,12,265,931,3509,18,15,8,0,1,1,0,0,0,0,5215
1733,0,1.2,0,6,0,56,0.8,206,5,6,167,1174,3224,11,14,16,1,0,0,0,0,1,3,62634
1484,0,0.8,1,6,0,14,1.0,213,4,6,144,1358,3317,6,20,11,0,0,0,1,0,0,0,4205
1492,1,0.9,0,13,1,10,0.8,145,6,3,185,1929,1044,14,10,13,0,1,0,0,1,0,1,18283
1327,1,0.9,0,1,1,57,0.5,216,6,14,885,1513,512,10,18,19,1,1,1,0,0,0,0,5404
1182,0,2.9,1,9,0,57,0.9,188,8,11,864,1900,2116,12,20,10,0,1,0,0,0,1,2,52715
1983,0,2.4,0,18,0,16,0.5,102,5,15,773,1675,3060,19,2,10,0,1,0,1,0,0,0,3761
1503,0,2.9,1,8,0,58,0.6,186,4,5,1446,1845,2901,17,14,5,1,1,1,0,0,0,0,6353
855,1,1.6,0,15,0,59,0.5,250,4,8,1006,1737,3910,17,15,6,0,1,1,0,0,0,0,3890
1507,0,1.2,1,18,0,36,0.5,130,1,2,785,1075,1548,19,13,8,1,0,0,0,1,0,1,17926
1847,1,2.5,0,17,1,25,0.8,151,3,7,456,1588,3820,16,4,8,1,0,0,0,0,1,2,21238
1656,1,1.3,0,8,0,34,0.6,182,7,6,1863,1392,3507,10,16,12,0,1,0,1,0,0,0,8655
1387,0,1.2,0,15,0,17,0.4,232,2,3,344,769,3094,6,17,11,1,0,1,0,0,0,0,6238
626,1,1.1,0,12,0,9,0.3,159,7,12,734,1623,1428,8,18,12,1,0,0,1,0,0,0,2937
1629,1,0.8,0,9,0,30,0.1,242,8,18,553,1628,3845,5,0,19,0,0,0,0,0,1,2,52019
1508,1,1.1,1,19,0,24,0.6,224,1,6,1020,1654,1427,19,8,13,0,0,0,0,1,0,1,18315
1103,1,1.4,0,13,1,46,0.3,97,2,9,1539,1912,935,11,20,17,0,0,0,0,1,0,0,5843
1901,0,2.2,1,11,0,32,0.2,234,7,11,787,1844,3336,12,13,5,0,1,0,0,1,0,1,15746
1513,0,0.7,1,18,1,41,0.7,222,4,2,1819,937,1457,14,19,18,1,0,0,1,0,0,0,6814
550,1,1.0,1,6,0,50,0.7,160,6,11,935,1542,3099,6,20,18,1,0,0,1,0,0,0,4803
1552,1,2.5,0,14,1,55,0.8,186,1,18,704,724,3722,14,19,6,1,1,1,0,0,0,0,3172
1985,0,0.9,1,15,1,56,0.6,148,7,14,1127,1489,3955,19,20,14,1,0,0,0,0,1,2,45031
1819,1,1.4,0,7,0,15,0.9,159,8,7,246,959,863,9,10,4,1,0,0,0,0,1,2,30956
1820,0,2.7,1,9,0,60,0.9,222,5,11,811,893,586,15,1,18,0,0,0,0,0,1,3,68625
1278,1,0.9,1,3,0,54,0.8,121,8,19,1046,1749,2359,12,19,12,1,0,0,1,0,0,0,3895
1930,1,0.7,1,18,0,31,0.7,113,8,5,952,1411,1486,15,4,2,1,0,0,0,1,0,1,12755
